id,phrase_claim_text,corpus_role,source_claim_rule,live_stored_ragil,live_fn_ragil_now_on_full_phrase,live_ragil_matches_claim_or_stored,live_is_verified,live_node_id,exists_in_research_objects,independent_claim_or_verification_metadata,classification,destination_recommended,human_gate_required,notes
663e6160-1c5a-43c6-9511-5f2180ee56dd,דמשק תיפל בית מקדש 1820 רגיל,numeric_word_construct,raw_unparsed_formula_dump,3850,2063,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:663e6160-1c5a-43c6-9511-5f2180ee56dd', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
7973108b-4d65-4f74-a1d6-9aed7a3781cf,סערות תימן מילוי 1820 1310,numeric_word_construct,raw_unparsed_formula_dump,1236,1332,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:7973108b-4d65-4f74-a1d6-9aed7a3781cf', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
86f657b4-87d3-4eae-9e7a-a13e65874d43,בן דויד בשנת הגאולה ∆ רגיל 878,archival_raw,raw_unparsed_formula_dump,3245,1121,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:86f657b4-87d3-4eae-9e7a-a13e65874d43', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
89a26bb0-984e-4ba1-9ebe-4a70f31757c1,ב״שית אלף שנין תבוא הגאולה״ = 1692 רגיל !!,archival_raw,raw_unparsed_formula_dump,,1935,NO_STORED_VALUE,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:89a26bb0-984e-4ba1-9ebe-4a70f31757c1', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
8c6c8172-a422-4a3b-bc9b-57a58703af9a,ארץ 291 - גדול 1101 = אני חושב שאני המשיח = 1101,personal_or_restricted,messianic_self_identification_cluster,1291,1435,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:8c6c8172-a422-4a3b-bc9b-57a58703af9a', evidence=<this row's notes>, privacy_scope='private', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column. SENSITIVE: personal/messianic self-identification content (research_package_sensitivity=personal_claim / corpus_role=personal_or_restricted) — requires extra care (privacy_scope='private') beyond the ordinary candidate flow, independent of the math question."
8c9efbb3-c14b-4ad7-a666-026d843f4a5d,הסתר פנים -משולש מסתתר 695,research_vocabulary,unverified_general_candidate,3360,2621,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:8c9efbb3-c14b-4ad7-a666-026d843f4a5d', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
96e4c102-1b0f-478f-b8de-e1a50442d6b6,הסוף לאיילי הנפט = 386 רגיל !,numeric_word_construct,raw_unparsed_formula_dump,,629,NO_STORED_VALUE,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:96e4c102-1b0f-478f-b8de-e1a50442d6b6', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
9f54aeb1-57d2-439c-88ca-70dc38eb2896,ממשלת האחדות = 1234 רגיל !,numeric_word_construct,raw_unparsed_formula_dump,1234,1477,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:9f54aeb1-57d2-439c-88ca-70dc38eb2896', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
a584b919-17a0-4064-917d-32e73cb1e59a,הסוף לעבדים ולשפחות ב = 1139 רגיל !,numeric_word_construct,raw_unparsed_formula_dump,,1382,NO_STORED_VALUE,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:a584b919-17a0-4064-917d-32e73cb1e59a', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
b4eaa8b1-e021-464b-8bb7-4eaef71b3742,הסוף לצה״ל בימינו = 424 רגיל !,numeric_word_construct,raw_unparsed_formula_dump,,667,NO_STORED_VALUE,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:b4eaa8b1-e021-464b-8bb7-4eaef71b3742', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
be3dd4c9-d5de-4167-86ed-8a88d15b58b3,הכסא שלי . מסתתר 404 מילוי 337 ו 590,personal_or_restricted,raw_unparsed_formula_dump,426,1628,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:be3dd4c9-d5de-4167-86ed-8a88d15b58b3', evidence=<this row's notes>, privacy_scope='private', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column. SENSITIVE: personal/messianic self-identification content (research_package_sensitivity=personal_claim / corpus_role=personal_or_restricted) — requires extra care (privacy_scope='private') beyond the ordinary candidate flow, independent of the math question."
c7b818c9-55ac-42bb-b94b-9f5f0bf7e22b,הסוף לתאוות העלם = 1139 רגיל !,numeric_word_construct,raw_unparsed_formula_dump,,1382,NO_STORED_VALUE,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:c7b818c9-55ac-42bb-b94b-9f5f0bf7e22b', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
cf36f98a-f55d-40a0-a1e2-1e7721ce9d55,הסוף לעבדות בימינו = 781 רגיל !,numeric_word_construct,raw_unparsed_formula_dump,,1024,NO_STORED_VALUE,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:cf36f98a-f55d-40a0-a1e2-1e7721ce9d55', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
d90cc5a1-4fff-45eb-973d-17db30f7af69,הקץ הסופי בימינו - משולש - רגיל 474,numeric_word_construct,raw_unparsed_formula_dump,2330,1393,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:d90cc5a1-4fff-45eb-973d-17db30f7af69', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
e328e3b8-345b-4de3-9312-4711c5366e7d,עיבור 1456 - מסתתר 266 - ריבוע 608,numeric_word_construct,raw_unparsed_formula_dump,288,1676,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:e328e3b8-345b-4de3-9312-4711c5366e7d', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
e6b5b9c0-23e2-4b48-bdb3-f2a94183344e,הסוף למחלות ב = 667 רגיל,numeric_word_construct,raw_unparsed_formula_dump,,910,NO_STORED_VALUE,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:e6b5b9c0-23e2-4b48-bdb3-f2a94183344e', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
ea29904a-e8e8-4ed4-a8ec-f35dd988f43f,גאולת אמת מילוי 1313 ו 3333,numeric_word_construct,raw_unparsed_formula_dump,881,983,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:ea29904a-e8e8-4ed4-a8ec-f35dd988f43f', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
ecba237e-fbad-4453-a771-2adeb6a1955b,נבחרך בזמן הזה 396 - מסתתר,numeric_word_construct,raw_unparsed_formula_dump,1396,1496,MISMATCH,False,,"NO (0/32 confirmed — none of the 796-row method_mention_type family exists in research_objects today, per MASTER_CLASSIFICATION_V3_RECONCILIATION.csv row 19)","AMBIGUOUS — the phrase text bundles a subject + a self-reported method+value claim into one gematria_words.phrase string (raw excel-import artifact); this pass did not isolate a 'clean subject' substring (that isolation is itself an interpretive/human step, not a mechanical one) so cannot certify the claim true or false — only that it disagrees with the engine's reading of the row as currently stored.",NEEDS_HUMAN_DECISION,"research_objects (candidate) — kind='observation', status='candidate', engine_verified=false (explicitly, not true), source='master_classification_v3', source_ref='gematria_words:ecba237e-fbad-4453-a771-2adeb6a1955b', evidence=<this row's notes>, privacy_scope='public_candidate', owner_person_id=NULL","YES — before any engine_verified=true, before any promoted_node_id, before any gematria_words change","Live fn_ragil(phrase) run fresh in this pass on the phrase exactly as stored in gematria_words does not reproduce the number(s) claimed inline in the phrase text (the claim is embedded IN the raw excel-import phrase itself, e.g. '<subject> = <value> <method>' or '<subject> <value> <method>'). This means v3's own method_claim_status=engine_verified label is NOT corroborated by re-running the canonical engine against the row as it lives in gematria_words today — the label appears to reflect the v3 CSV-build pipeline's internal text-pattern match, not a fresh engine re-computation. gematria_words.is_verified=false for all 32/32 rows independently confirms none of these are flagged verified by the live system's own truth column."
